"Lookup"	"Year"	"Sector"	"End Use"	"Fuel"	"Value"
"2011TotalSpace heatingSolid Fuel"	2011	"Total"	"Space heating"	"Solid Fuel"	798.01
"2011TotalWater heatingSolid Fuel"	2011	"Total"	"Water heating"	"Solid Fuel"	53.65
"2011TotalCooking/cateringSolid Fuel"	2011	"Total"	"Cooking/catering"	"Solid Fuel"	0.21
"2011TotalProcess useSolid Fuel"	2011	"Total"	"Process use"	"Solid Fuel"	1203.23
"2011TotalDrying/separationSolid Fuel"	2011	"Total"	"Drying/separation"	"Solid Fuel"	134.07
"2011TotalHeat totalSolid Fuel"	2011	"Total"	"Heat total"	"Solid Fuel"	2189.17
"2011TotalComputingSolid Fuel"	2011	"Total"	"Computing"	"Solid Fuel"	0
"2011TotalCooling and ventilationSolid Fuel"	2011	"Total"	"Cooling and ventilation"	"Solid Fuel"	0
"2011TotalLighting and appliancesSolid Fuel"	2011	"Total"	"Lighting and appliances"	"Solid Fuel"	0
"2011TotalMotorsSolid Fuel"	2011	"Total"	"Motors"	"Solid Fuel"	0
"2011TotalCompressed airSolid Fuel"	2011	"Total"	"Compressed air"	"Solid Fuel"	0
"2011TotalRefrigerationSolid Fuel"	2011	"Total"	"Refrigeration"	"Solid Fuel"	0
"2011TotalOtherSolid Fuel"	2011	"Total"	"Other"	"Solid Fuel"	157.84
"2011TotalTransportSolid Fuel"	2011	"Total"	"Transport"	"Solid Fuel"	11.07
"2011TotalNon-heat totalSolid Fuel"	2011	"Total"	"Non-heat total"	"Solid Fuel"	168.9
"2011TotalOverall totalSolid Fuel"	2011	"Total"	"Overall total"	"Solid Fuel"	2358.07
"2011TotalOverall total excluding transportSolid Fuel"	2011	"Total"	"Overall total excluding transport"	"Solid Fuel"	2347
"2010DomesticSpace heatingSolid Fuel"	2010	"Domestic"	"Space heating"	"Solid Fuel"	725.93
"2010DomesticWater heatingSolid Fuel"	2010	"Domestic"	"Water heating"	"Solid Fuel"	39.4
"2010DomesticCooking/cateringSolid Fuel"	2010	"Domestic"	"Cooking/catering"	"Solid Fuel"	0
"2010DomesticHeat totalSolid Fuel"	2010	"Domestic"	"Heat total"	"Solid Fuel"	765.33
"2010DomesticLighting and appliancesSolid Fuel"	2010	"Domestic"	"Lighting and appliances"	"Solid Fuel"	0
"2010DomesticOverall totalSolid Fuel"	2010	"Domestic"	"Overall total"	"Solid Fuel"	765.33
"2010ServiceSpace heatingSolid Fuel"	2010	"Service"	"Space heating"	"Solid Fuel"	23.48
"2010ServiceWater heatingSolid Fuel"	2010	"Service"	"Water heating"	"Solid Fuel"	2.96
"2010ServiceCooking/cateringSolid Fuel"	2010	"Service"	"Cooking/catering"	"Solid Fuel"	0.2
"2010ServiceHeat totalSolid Fuel"	2010	"Service"	"Heat total"	"Solid Fuel"	26.65
"2010ServiceComputingSolid Fuel"	2010	"Service"	"Computing"	"Solid Fuel"	0
"2010ServiceCooling and ventilationSolid Fuel"	2010	"Service"	"Cooling and ventilation"	"Solid Fuel"	0
"2010ServiceLightingSolid Fuel"	2010	"Service"	"Lighting"	"Solid Fuel"	0
"2010ServiceOtherSolid Fuel"	2010	"Service"	"Other"	"Solid Fuel"	0
"2010ServiceOverall totalSolid Fuel"	2010	"Service"	"Overall total"	"Solid Fuel"	26.65
"2010IndustrySpace heatingSolid Fuel"	2010	"Industry"	"Space heating"	"Solid Fuel"	116.01
"2010IndustryHigh temperature processSolid Fuel"	2010	"Industry"	"High temperature process"	"Solid Fuel"	1047.7
"2010IndustryLow temperature processSolid Fuel"	2010	"Industry"	"Low temperature process"	"Solid Fuel"	289.22
"2010IndustryDrying/separationSolid Fuel"	2010	"Industry"	"Drying/separation"	"Solid Fuel"	157.49
"2010IndustryHeat totalSolid Fuel"	2010	"Industry"	"Heat total"	"Solid Fuel"	1610.42
"2010IndustryMotorsSolid Fuel"	2010	"Industry"	"Motors"	"Solid Fuel"	0
"2010IndustryCompressed airSolid Fuel"	2010	"Industry"	"Compressed air"	"Solid Fuel"	0
"2010IndustryLightingSolid Fuel"	2010	"Industry"	"Lighting"	"Solid Fuel"	0
"2010IndustryRefrigerationSolid Fuel"	2010	"Industry"	"Refrigeration"	"Solid Fuel"	0
"2010IndustryOtherSolid Fuel"	2010	"Industry"	"Other"	"Solid Fuel"	181.4
"2010IndustryOverall totalSolid Fuel"	2010	"Industry"	"Overall total"	"Solid Fuel"	1791.83
"2010TransportNon-heat purposesSolid Fuel"	2010	"Transport"	"Non-heat purposes"	"Solid Fuel"	13.61
"2010TotalSpace heatingSolid Fuel"	2010	"Total"	"Space heating"	"Solid Fuel"	865.43
"2010TotalWater heatingSolid Fuel"	2010	"Total"	"Water heating"	"Solid Fuel"	42.36
"2010TotalCooking/cateringSolid Fuel"	2010	"Total"	"Cooking/catering"	"Solid Fuel"	0.2
"2010TotalProcess useSolid Fuel"	2010	"Total"	"Process use"	"Solid Fuel"	1336.92
"2010TotalDrying/separationSolid Fuel"	2010	"Total"	"Drying/separation"	"Solid Fuel"	157.49
"2010TotalHeat totalSolid Fuel"	2010	"Total"	"Heat total"	"Solid Fuel"	2402.4
"2010TotalComputingSolid Fuel"	2010	"Total"	"Computing"	"Solid Fuel"	0
"2010TotalCooling and ventilationSolid Fuel"	2010	"Total"	"Cooling and ventilation"	"Solid Fuel"	0
"2010TotalLighting and appliancesSolid Fuel"	2010	"Total"	"Lighting and appliances"	"Solid Fuel"	0
"2010TotalMotorsSolid Fuel"	2010	"Total"	"Motors"	"Solid Fuel"	0
"2010TotalCompressed airSolid Fuel"	2010	"Total"	"Compressed air"	"Solid Fuel"	0
"2010TotalRefrigerationSolid Fuel"	2010	"Total"	"Refrigeration"	"Solid Fuel"	0
"2010TotalOtherSolid Fuel"	2010	"Total"	"Other"	"Solid Fuel"	181.4
"2010TotalTransportSolid Fuel"	2010	"Total"	"Transport"	"Solid Fuel"	13.61
"2010TotalNon-heat totalSolid Fuel"	2010	"Total"	"Non-heat total"	"Solid Fuel"	195.01
"2010TotalOverall totalSolid Fuel"	2010	"Total"	"Overall total"	"Solid Fuel"	2597.41
"2010TotalOverall total excluding transportSolid Fuel"	2010	"Total"	"Overall total excluding transport"	"Solid Fuel"	2583.81
"2015DomesticSpace heatingElectricity"	2015	"Domestic"	"Space heating"	"Electricity"	1593.57
"2015DomesticWater heatingElectricity"	2015	"Domestic"	"Water heating"	"Electricity"	431.72
"2015DomesticCooking/cateringElectricity"	2015	"Domestic"	"Cooking/catering"	"Electricity"	521.9
"2015DomesticHeat totalElectricity"	2015	"Domestic"	"Heat total"	"Electricity"	2547.19
"2015DomesticLighting and appliancesElectricity"	2015	"Domestic"	"Lighting and appliances"	"Electricity"	6718.83
"2015DomesticOverall totalElectricity"	2015	"Domestic"	"Overall total"	"Electricity"	9266.02
"2015ServiceSpace heatingElectricity"	2015	"Service"	"Space heating"	"Electricity"	779.1
"2015ServiceWater heatingElectricity"	2015	"Service"	"Water heating"	"Electricity"	165.34
"2015ServiceCooking/cateringElectricity"	2015	"Service"	"Cooking/catering"	"Electricity"	776.64
"2015ServiceHeat totalElectricity"	2015	"Service"	"Heat total"	"Electricity"	1721.08
"2015ServiceComputingElectricity"	2015	"Service"	"Computing"	"Electricity"	841.94
"2015ServiceCooling and ventilationElectricity"	2015	"Service"	"Cooling and ventilation"	"Electricity"	1085.41
"2015ServiceLightingElectricity"	2015	"Service"	"Lighting"	"Electricity"	1848.8
"2015ServiceOtherElectricity"	2015	"Service"	"Other"	"Electricity"	2597.72
"2015ServiceOverall totalElectricity"	2015	"Service"	"Overall total"	"Electricity"	8094.95
"2015IndustrySpace heatingElectricity"	2015	"Industry"	"Space heating"	"Electricity"	618.39
"2015IndustryHigh temperature processElectricity"	2015	"Industry"	"High temperature process"	"Electricity"	895.54
"2015IndustryLow temperature processElectricity"	2015	"Industry"	"Low temperature process"	"Electricity"	1361.63
"2015IndustryDrying/separationElectricity"	2015	"Industry"	"Drying/separation"	"Electricity"	507.84
"2015IndustryHeat totalElectricity"	2015	"Industry"	"Heat total"	"Electricity"	3383.4
"2015IndustryMotorsElectricity"	2015	"Industry"	"Motors"	"Electricity"	2653.71
"2015IndustryCompressed airElectricity"	2015	"Industry"	"Compressed air"	"Electricity"	758.67
"2015IndustryLightingElectricity"	2015	"Industry"	"Lighting"	"Electricity"	228.32
"2015IndustryRefrigerationElectricity"	2015	"Industry"	"Refrigeration"	"Electricity"	453.65
"2015IndustryOtherElectricity"	2015	"Industry"	"Other"	"Electricity"	393.67
"2015IndustryOverall totalElectricity"	2015	"Industry"	"Overall total"	"Electricity"	7871.42
"2015TransportNon-heat purposesElectricity"	2015	"Transport"	"Non-heat purposes"	"Electricity"	388.3
"2015TotalSpace heatingElectricity"	2015	"Total"	"Space heating"	"Electricity"	2991.05
"2015TotalWater heatingElectricity"	2015	"Total"	"Water heating"	"Electricity"	597.06
"2015TotalCooking/cateringElectricity"	2015	"Total"	"Cooking/catering"	"Electricity"	1298.54
"2015TotalProcess useElectricity"	2015	"Total"	"Process use"	"Electricity"	2257.17
"2015TotalDrying/separationElectricity"	2015	"Total"	"Drying/separation"	"Electricity"	507.84
"2015TotalHeat totalElectricity"	2015	"Total"	"Heat total"	"Electricity"	7651.66
"2015TotalComputingElectricity"	2015	"Total"	"Computing"	"Electricity"	841.94
"2015TotalCooling and ventilationElectricity"	2015	"Total"	"Cooling and ventilation"	"Electricity"	1085.41
"2015TotalLighting and appliancesElectricity"	2015	"Total"	"Lighting and appliances"	"Electricity"	8795.96
"2015TotalMotorsElectricity"	2015	"Total"	"Motors"	"Electricity"	2653.71
"2015TotalCompressed airElectricity"	2015	"Total"	"Compressed air"	"Electricity"	758.67
"2015TotalRefrigerationElectricity"	2015	"Total"	"Refrigeration"	"Electricity"	453.65
"2015TotalOtherElectricity"	2015	"Total"	"Other"	"Electricity"	2991.39
"2015TotalTransportElectricity"	2015	"Total"	"Transport"	"Electricity"	388.3
"2015TotalNon-heat totalElectricity"	2015	"Total"	"Non-heat total"	"Electricity"	17969.03
"2015TotalOverall totalElectricity"	2015	"Total"	"Overall total"	"Electricity"	25620.69
"2015TotalOverall total excluding transportElectricity"	2015	"Total"	"Overall total excluding transport"	"Electricity"	25232.39
"2014DomesticSpace heatingElectricity"	2014	"Domestic"	"Space heating"	"Electricity"	2116.51
"2014DomesticWater heatingElectricity"	2014	"Domestic"	"Water heating"	"Electricity"	410.16
"2014DomesticCooking/cateringElectricity"	2014	"Domestic"	"Cooking/catering"	"Electricity"	428.83
"2014DomesticHeat totalElectricity"	2014	"Domestic"	"Heat total"	"Electricity"	2955.51
"2014DomesticLighting and appliancesElectricity"	2014	"Domestic"	"Lighting and appliances"	"Electricity"	6337.36
"2014DomesticOverall totalElectricity"	2014	"Domestic"	"Overall total"	"Electricity"	9292.87
"2014ServiceSpace heatingElectricity"	2014	"Service"	"Space heating"	"Electricity"	1145.09
"2014ServiceWater heatingElectricity"	2014	"Service"	"Water heating"	"Electricity"	284.31
"2014ServiceCooking/cateringElectricity"	2014	"Service"	"Cooking/catering"	"Electricity"	1070.58
"2014ServiceHeat totalElectricity"	2014	"Service"	"Heat total"	"Electricity"	2499.98
"2014ServiceComputingElectricity"	2014	"Service"	"Computing"	"Electricity"	488.2
"2014ServiceCooling and ventilationElectricity"	2014	"Service"	"Cooling and ventilation"	"Electricity"	710.51
"2014ServiceLightingElectricity"	2014	"Service"	"Lighting"	"Electricity"	3275.39
"2014ServiceOtherElectricity"	2014	"Service"	"Other"	"Electricity"	1053.11
"2014ServiceOverall totalElectricity"	2014	"Service"	"Overall total"	"Electricity"	8027.19
"2014IndustrySpace heatingElectricity"	2014	"Industry"	"Space heating"	"Electricity"	624.32
"2014IndustryHigh temperature processElectricity"	2014	"Industry"	"High temperature process"	"Electricity"	914.79
"2014IndustryLow temperature processElectricity"	2014	"Industry"	"Low temperature process"	"Electricity"	1375.13
"2014IndustryDrying/separationElectricity"	2014	"Industry"	"Drying/separation"	"Electricity"	508.29
"2014IndustryHeat totalElectricity"	2014	"Industry"	"Heat total"	"Electricity"	3422.52
"2014IndustryMotorsElectricity"	2014	"Industry"	"Motors"	"Electricity"	2628.22
"2014IndustryCompressed airElectricity"	2014	"Industry"	"Compressed air"	"Electricity"	755.69
"2014IndustryLightingElectricity"	2014	"Industry"	"Lighting"	"Electricity"	228.06
"2014IndustryRefrigerationElectricity"	2014	"Industry"	"Refrigeration"	"Electricity"	448.89
"2014IndustryOtherElectricity"	2014	"Industry"	"Other"	"Electricity"	393.85
"2014IndustryOverall totalElectricity"	2014	"Industry"	"Overall total"	"Electricity"	7877.23
"2014TransportNon-heat purposesElectricity"	2014	"Transport"	"Non-heat purposes"	"Electricity"	387.3
"2014TotalSpace heatingElectricity"	2014	"Total"	"Space heating"	"Electricity"	3885.92
"2014TotalWater heatingElectricity"	2014	"Total"	"Water heating"	"Electricity"	694.48
"2014TotalCooking/cateringElectricity"	2014	"Total"	"Cooking/catering"	"Electricity"	1499.41
"2014TotalProcess useElectricity"	2014	"Total"	"Process use"	"Electricity"	2289.92
"2014TotalDrying/separationElectricity"	2014	"Total"	"Drying/separation"	"Electricity"	508.29
"2014TotalHeat totalElectricity"	2014	"Total"	"Heat total"	"Electricity"	8878.02
"2014TotalComputingElectricity"	2014	"Total"	"Computing"	"Electricity"	488.2
"2014TotalCooling and ventilationElectricity"	2014	"Total"	"Cooling and ventilation"	"Electricity"	710.51
"2014TotalLighting and appliancesElectricity"	2014	"Total"	"Lighting and appliances"	"Electricity"	9840.82
"2014TotalMotorsElectricity"	2014	"Total"	"Motors"	"Electricity"	2628.22
"2014TotalCompressed airElectricity"	2014	"Total"	"Compressed air"	"Electricity"	755.69
"2014TotalRefrigerationElectricity"	2014	"Total"	"Refrigeration"	"Electricity"	448.89
"2014TotalOtherElectricity"	2014	"Total"	"Other"	"Electricity"	1446.95
"2014TotalTransportElectricity"	2014	"Total"	"Transport"	"Electricity"	387.3
"2014TotalNon-heat totalElectricity"	2014	"Total"	"Non-heat total"	"Electricity"	16706.58
"2014TotalOverall totalElectricity"	2014	"Total"	"Overall total"	"Electricity"	25584.59
"2014TotalOverall total excluding transportElectricity"	2014	"Total"	"Overall total excluding transport"	"Electricity"	25197.29
"2013DomesticSpace heatingElectricity"	2013	"Domestic"	"Space heating"	"Electricity"	2402.64
"2013DomesticWater heatingElectricity"	2013	"Domestic"	"Water heating"	"Electricity"	465.61
"2013DomesticCooking/cateringElectricity"	2013	"Domestic"	"Cooking/catering"	"Electricity"	436.26
"2013DomesticHeat totalElectricity"	2013	"Domestic"	"Heat total"	"Electricity"	3304.52
"2013DomesticLighting and appliancesElectricity"	2013	"Domestic"	"Lighting and appliances"	"Electricity"	6447.2
"2013DomesticOverall totalElectricity"	2013	"Domestic"	"Overall total"	"Electricity"	9751.72
"2013ServiceSpace heatingElectricity"	2013	"Service"	"Space heating"	"Electricity"	1198.89
"2013ServiceWater heatingElectricity"	2013	"Service"	"Water heating"	"Electricity"	296.56
"2013ServiceCooking/cateringElectricity"	2013	"Service"	"Cooking/catering"	"Electricity"	1121.24
"2013ServiceHeat totalElectricity"	2013	"Service"	"Heat total"	"Electricity"	2616.7
"2013ServiceComputingElectricity"	2013	"Service"	"Computing"	"Electricity"	507.1
"2013ServiceCooling and ventilationElectricity"	2013	"Service"	"Cooling and ventilation"	"Electricity"	746.52
"2013ServiceLightingElectricity"	2013	"Service"	"Lighting"	"Electricity"	3423.24
"2013ServiceOtherElectricity"	2013	"Service"	"Other"	"Electricity"	1102.99
"2013ServiceOverall totalElectricity"	2013	"Service"	"Overall total"	"Electricity"	8396.54
"2013IndustrySpace heatingElectricity"	2013	"Industry"	"Space heating"	"Electricity"	654.76
"2013IndustryHigh temperature processElectricity"	2013	"Industry"	"High temperature process"	"Electricity"	937.08
"2013IndustryLow temperature processElectricity"	2013	"Industry"	"Low temperature process"	"Electricity"	1431.39
"2013IndustryDrying/separationElectricity"	2013	"Industry"	"Drying/separation"	"Electricity"	522.52
"2013IndustryHeat totalElectricity"	2013	"Industry"	"Heat total"	"Electricity"	3545.75
"2013IndustryMotorsElectricity"	2013	"Industry"	"Motors"	"Electricity"	2758.59
"2013IndustryCompressed airElectricity"	2013	"Industry"	"Compressed air"	"Electricity"	786.9
"2013IndustryLightingElectricity"	2013	"Industry"	"Lighting"	"Electricity"	241.24
"2013IndustryRefrigerationElectricity"	2013	"Industry"	"Refrigeration"	"Electricity"	472.7
"2013IndustryOtherElectricity"	2013	"Industry"	"Other"	"Electricity"	407.76
"2013IndustryOverall totalElectricity"	2013	"Industry"	"Overall total"	"Electricity"	8212.94
"2013TransportNon-heat purposesElectricity"	2013	"Transport"	"Non-heat purposes"	"Electricity"	374.23
"2013TotalSpace heatingElectricity"	2013	"Total"	"Space heating"	"Electricity"	4256.3
"2013TotalWater heatingElectricity"	2013	"Total"	"Water heating"	"Electricity"	762.18
"2013TotalCooking/cateringElectricity"	2013	"Total"	"Cooking/catering"	"Electricity"	1557.5
"2013TotalProcess useElectricity"	2013	"Total"	"Process use"	"Electricity"	2368.46
"2013TotalDrying/separationElectricity"	2013	"Total"	"Drying/separation"	"Electricity"	522.52
"2013TotalHeat totalElectricity"	2013	"Total"	"Heat total"	"Electricity"	9466.96
"2013TotalComputingElectricity"	2013	"Total"	"Computing"	"Electricity"	507.1
"2013TotalCooling and ventilationElectricity"	2013	"Total"	"Cooling and ventilation"	"Electricity"	746.52
"2013TotalLighting and appliancesElectricity"	2013	"Total"	"Lighting and appliances"	"Electricity"	10111.67
"2013TotalMotorsElectricity"	2013	"Total"	"Motors"	"Electricity"	2758.59
"2013TotalCompressed airElectricity"	2013	"Total"	"Compressed air"	"Electricity"	786.9
"2013TotalRefrigerationElectricity"	2013	"Total"	"Refrigeration"	"Electricity"	472.7
"2013TotalOtherElectricity"	2013	"Total"	"Other"	"Electricity"	1510.75
"2013TotalTransportElectricity"	2013	"Total"	"Transport"	"Electricity"	374.23
"2013TotalNon-heat totalElectricity"	2013	"Total"	"Non-heat total"	"Electricity"	17268.46
"2013TotalOverall totalElectricity"	2013	"Total"	"Overall total"	"Electricity"	26735.43
"2013TotalOverall total excluding transportElectricity"	2013	"Total"	"Overall total excluding transport"	"Electricity"	26361.2
"2012DomesticSpace heatingElectricity"	2012	"Domestic"	"Space heating"	"Electricity"	1902.32
"2012DomesticWater heatingElectricity"	2012	"Domestic"	"Water heating"	"Electricity"	889.25
"2012DomesticCooking/cateringElectricity"	2012	"Domestic"	"Cooking/catering"	"Electricity"	472.5
"2012DomesticHeat totalElectricity"	2012	"Domestic"	"Heat total"	"Electricity"	3264.07
"2012DomesticLighting and appliancesElectricity"	2012	"Domestic"	"Lighting and appliances"	"Electricity"	6595.15
"2012DomesticOverall totalElectricity"	2012	"Domestic"	"Overall total"	"Electricity"	9859.21
"2012ServiceSpace heatingElectricity"	2012	"Service"	"Space heating"	"Electricity"	1187.93
"2012ServiceWater heatingElectricity"	2012	"Service"	"Water heating"	"Electricity"	294.38
"2012ServiceCooking/cateringElectricity"	2012	"Service"	"Cooking/catering"	"Electricity"	1110.81
"2012ServiceHeat totalElectricity"	2012	"Service"	"Heat total"	"Electricity"	2593.12
"2012ServiceComputingElectricity"	2012	"Service"	"Computing"	"Electricity"	504.39
"2012ServiceCooling and ventilationElectricity"	2012	"Service"	"Cooling and ventilation"	"Electricity"	738.43
"2012ServiceLightingElectricity"	2012	"Service"	"Lighting"	"Electricity"	3394.82
"2012ServiceOtherElectricity"	2012	"Service"	"Other"	"Electricity"	1092.71
"2012ServiceOverall totalElectricity"	2012	"Service"	"Overall total"	"Electricity"	8323.47
"2012IndustrySpace heatingElectricity"	2012	"Industry"	"Space heating"	"Electricity"	656.68
"2012IndustryHigh temperature processElectricity"	2012	"Industry"	"High temperature process"	"Electricity"	965.8
"2012IndustryLow temperature processElectricity"	2012	"Industry"	"Low temperature process"	"Electricity"	1440.84
"2012IndustryDrying/separationElectricity"	2012	"Industry"	"Drying/separation"	"Electricity"	527.41
"2012IndustryHeat totalElectricity"	2012	"Industry"	"Heat total"	"Electricity"	3590.72
"2012IndustryMotorsElectricity"	2012	"Industry"	"Motors"	"Electricity"	2805.41
"2012IndustryCompressed airElectricity"	2012	"Industry"	"Compressed air"	"Electricity"	798.55
"2012IndustryLightingElectricity"	2012	"Industry"	"Lighting"	"Electricity"	241.8
"2012IndustryRefrigerationElectricity"	2012	"Industry"	"Refrigeration"	"Electricity"	486.66
"2012IndustryOtherElectricity"	2012	"Industry"	"Other"	"Electricity"	414.1
"2012IndustryOverall totalElectricity"	2012	"Industry"	"Overall total"	"Electricity"	8337.25
"2012TransportNon-heat purposesElectricity"	2012	"Transport"	"Non-heat purposes"	"Electricity"	385.22
"2012TotalSpace heatingElectricity"	2012	"Total"	"Space heating"	"Electricity"	3746.93
"2012TotalWater heatingElectricity"	2012	"Total"	"Water heating"	"Electricity"	1183.63
"2012TotalCooking/cateringElectricity"	2012	"Total"	"Cooking/catering"	"Electricity"	1583.31
"2012TotalProcess useElectricity"	2012	"Total"	"Process use"	"Electricity"	2406.64
"2012TotalDrying/separationElectricity"	2012	"Total"	"Drying/separation"	"Electricity"	527.41
"2012TotalHeat totalElectricity"	2012	"Total"	"Heat total"	"Electricity"	9447.91
"2012TotalComputingElectricity"	2012	"Total"	"Computing"	"Electricity"	504.39
"2012TotalCooling and ventilationElectricity"	2012	"Total"	"Cooling and ventilation"	"Electricity"	738.43
"2012TotalLighting and appliancesElectricity"	2012	"Total"	"Lighting and appliances"	"Electricity"	10231.77
"2012TotalMotorsElectricity"	2012	"Total"	"Motors"	"Electricity"	2805.41
"2012TotalCompressed airElectricity"	2012	"Total"	"Compressed air"	"Electricity"	798.55
"2012TotalRefrigerationElectricity"	2012	"Total"	"Refrigeration"	"Electricity"	486.66
"2012TotalOtherElectricity"	2012	"Total"	"Other"	"Electricity"	1506.81
"2012TotalTransportElectricity"	2012	"Total"	"Transport"	"Electricity"	385.22
"2012TotalNon-heat totalElectricity"	2012	"Total"	"Non-heat total"	"Electricity"	17457.24
"2012TotalOverall totalElectricity"	2012	"Total"	"Overall total"	"Electricity"	26905.15
